subject,7-up,7-down,GAD-7,BIS,BAS,SHAPS,PSWQ,Acc,Pts,WS,LS,Pers,beta,eta_p,eta_n,kappa,gad7_q01,gad7_q02,gad7_q03,gad7_q04,gad7_q05,gad7_q06,gad7_q07,gad7_q08,gad7_rt,7u7d_q01,7u7d_q02,7u7d_q03,7u7d_q04,7u7d_q05,7u7d_q06,7u7d_q07,7u7d_q08,7u7d_q09,7u7d_q10,7u7d_q11,7u7d_q12,7u7d_q13,7u7d_q14,7u7d_q15,7u7d_rt,bisbas_q01,bisbas_q02,bisbas_q03,bisbas_q04,bisbas_q05,bisbas_q06,bisbas_q07,bisbas_q08,bisbas_q09,bisbas_q10,bisbas_q11,bisbas_q12,bisbas_q13,bisbas_rt,pswq_q01,pswq_q02,pswq_q03,pswq_rt,shaps_q01,shaps_q02,shaps_q03,shaps_q04,shaps_q05,shaps_q06,shaps_q07,shaps_q08,shaps_q09,shaps_q10,shaps_q11,shaps_q12,shaps_q13,shaps_q14,shaps_q15,shaps_rt
mn3egk3kcwj6f1iqo6txxdc8,3,4,3,10,19,3,3,0.4777777777777778,39.0,0.9743589743589745,0.78,0.3733333333333333,8.270105000000001,0.6948989999999999,0.03395695,0.9068212312734774,2,0,0,0,0,0,1,0,71.735,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,178.739,3,2,3,2,1,2,1,2,3,3,3,4,3,129.487,1,1,1,44.025,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,105.837
mw91qbdbkogx67zcyhafmq4o,0,0,0,9,17,0,1,0.7111111111111111,53.0,0.9807692307692308,0.4324324324324324,0.16,8.49382,0.5575650000000001,0.580951,-0.0205407741305347,0,0,0,0,0,0,0,0,22.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.106,3,3,2,1,2,2,1,2,2,3,2,3,3,59.187,1,0,0,16.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51.142
mx811ate6r8f9iz7i54tx8qh,2,1,2,7,21,11,4,0.5333333333333333,46.0,0.9777777777777776,0.2954545454545454,0.3066666666666666,6.947975,0.8421799999999999,0.536335,0.2218655582275129,1,0,1,0,0,0,0,0,44.739,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,113.129,2,2,2,1,2,1,2,2,3,4,3,4,3,70.59,1,2,1,18.788,1,0,0,0,0,1,1,2,0,2,2,1,0,1,3,75.979
mynywo837risvkfygi19hhpg,0,0,5,7,16,2,4,0.7555555555555555,57.0,1.0,0.4375,0.1466666666666666,6.98991,0.8228685,0.8329070000000001,-0.0060627180435995,1,1,1,1,0,1,0,0,14.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.752,2,2,1,2,2,1,1,2,3,2,2,3,3,33.905,2,1,1,11.212,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,55.577
mzbjh9jcagvog8amt8gmj6l9,1,2,0,8,20,12,2,0.6555555555555556,56.0,0.9636363636363636,0.2941176470588235,0.16,3.433665,0.5160045,0.959974,-0.3007967256975626,0,0,0,0,0,0,0,0,28.358,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,169.186,2,2,2,2,2,2,2,2,3,4,2,3,3,82.38,1,1,0,11.256,1,1,1,1,2,1,1,1,0,0,1,1,0,1,3,63.321
n29vff3xy758kc4si86avrjk,13,9,9,8,15,6,4,0.5222222222222223,47.0,0.8260869565217391,0.9302325581395348,0.2533333333333333,2.5626550000000003,0.883051,0.906342,-0.0130161456985692,1,1,2,2,1,1,1,0,48.404,1,1,0,3,2,2,3,2,1,1,1,1,2,2,0,92.561,2,1,2,3,2,2,2,1,1,2,2,3,3,73.407,1,1,2,30.974,1,0,0,0,0,0,0,0,1,1,1,0,1,1,2,98.104
n4ztb6292aou1l4jr8n0tezk,2,0,0,9,16,14,3,0.2888888888888888,37.0,0.4324324324324324,0.6346153846153846,0.2666666666666666,2.941295,0.142374,0.0204602,0.7486989833830976,0,0,0,0,0,0,0,0,59.504,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,159.149,2,3,2,2,2,2,2,2,2,2,2,2,3,135.871,1,1,1,21.619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,207.368
nbisw5umh0isb2ixsbdr99q5,1,2,0,8,22,1,3,0.5888888888888889,54.0,0.9444444444444444,0.2857142857142857,0.2933333333333333,10.9243,0.1132875,0.5933915000000001,-0.6793805957160183,0,0,0,0,0,0,0,0,21.635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100.789,2,2,2,2,2,2,2,3,3,3,3,4,3,50.237,1,1,1,11.293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,78.026
ne5nmyju0k0oi4ez7ql5rkbc,3,18,18,4,20,13,6,0.4222222222222222,43.0,0.7674418604651163,0.6086956521739131,0.28,1.95933,0.374658,0.948552,-0.4337134695173102,3,3,3,2,1,3,3,0,29.613,0,2,1,0,3,0,2,0,3,3,3,2,0,2,0,78.052,1,1,1,1,2,2,2,3,2,3,3,3,1,58.479,2,1,3,12.296,1,1,1,1,0,0,2,1,1,0,2,1,1,1,3,59.98
neoj5f2tsstve521cz90zd7y,6,11,9,7,18,18,8,0.5888888888888889,53.0,0.8461538461538461,0.8378378378378378,0.1733333333333333,5.507054999999999,0.238279,0.9455685,-0.5974498404566466,2,1,1,1,2,1,1,0,26.925,0,2,1,0,2,1,2,1,1,2,2,1,1,1,1,138.995,2,1,2,2,2,2,1,2,3,2,3,3,3,56.867,3,3,2,14.72,2,3,1,1,0,1,1,1,1,2,2,1,1,1,3,56.766
nf8od7h3v3autbl7bobc44vj,7,11,4,6,12,2,2,0.5666666666666667,55.0,0.9454545454545454,0.8529411764705882,0.1866666666666666,5.436814999999999,0.4693025,0.966727,-0.3463887754395017,0,0,0,2,2,0,0,0,27.301,2,2,1,1,2,1,1,1,1,2,0,2,0,2,2,78.058,1,2,1,2,1,1,1,1,2,2,2,2,3,190.593,1,1,0,17.606,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,32.349
ngpbl2m7v35qr23mxqg4zq6j,7,1,2,6,16,7,3,0.6111111111111112,53.0,0.9807692307692308,0.6216216216216216,0.2133333333333333,4.782439999999999,0.8621075,0.9671335,-0.0574150699661772,0,0,1,0,1,0,0,0,29.598,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,102.67,1,2,2,1,2,1,2,2,2,2,3,2,3,68.991,1,0,2,14.75,0,0,0,0,0,1,0,1,1,1,0,1,1,1,3,64.735
nk20nova3ldcu67y76d1t9jz,0,0,0,7,9,0,0,0.4777777777777778,44.0,1.0,0.2391304347826086,0.4266666666666667,10.00585,0.886396,0.7102175,0.1103451148321118,0,0,0,0,0,0,0,0,19.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.075,3,2,1,1,1,1,1,1,1,1,1,2,3,48.078,0,0,0,12.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54.444
ny6aiki69pl2sa6bs4po6ig5,16,19,18,7,12,8,10,0.3666666666666666,32.0,0.3225806451612903,0.7758620689655172,0.3466666666666667,4.62216,0.0299148,0.594725,-0.9042174385942106,3,2,2,3,3,2,3,2,30.747,2,3,2,2,3,2,3,2,3,2,3,2,3,3,2,25.837,2,1,2,2,1,1,2,2,2,1,2,1,3,27.039,4,3,3,12.314,0,1,0,1,0,0,0,1,1,1,0,1,1,1,3,26.271
o1tws8uglfy7iud0zcdhb0of,4,16,19,5,12,12,12,0.4222222222222222,33.0,0.9393939393939394,0.6785714285714286,0.3466666666666667,4.008185,0.9048285,0.923359,-0.0101359953505863,3,3,3,3,1,3,3,0,22.334,1,2,1,0,3,1,0,0,3,2,3,2,1,1,0,367.562,1,2,1,1,1,1,1,1,2,1,1,4,3,93.732,4,4,4,8.088,1,1,0,0,2,0,1,0,1,2,2,1,0,1,3,149.618
o1vx5thxb89l44xmoqh1wwz0,2,0,0,16,21,6,0,0.6333333333333333,52.0,0.9411764705882352,0.7894736842105263,0.1733333333333333,8.793865,0.3392755,0.9710545,-0.4821525875161218,0,0,0,0,0,0,0,0,42.946,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,120.82,4,4,4,4,2,2,2,3,3,3,3,3,3,53.883,0,0,0,8.592,0,0,0,0,1,1,0,1,1,0,0,1,0,1,3,52.585
o6kb7svqlmiv784yyvo82og9,5,3,6,9,19,17,6,0.4333333333333333,40.0,0.4615384615384615,0.76,0.3466666666666667,2.04022,0.2845925,0.8552325000000001,-0.500638255872612,1,1,1,1,1,1,0,0,38.574,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,166.421,2,2,2,3,2,2,1,2,3,3,3,3,3,136.707,2,2,2,11.165,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,85.886
obyyqp9qfruwsd0srd1za801,9,2,1,5,15,3,3,0.2888888888888888,31.0,0.9032258064516128,0.2241379310344827,0.2,-21.7193,0.0015407749999999,0.0551598,-0.9456522266308588,0,0,0,0,0,0,1,0,36.12,1,1,2,0,1,1,2,1,0,0,0,0,2,0,0,134.411,1,2,1,1,1,1,2,2,2,2,2,3,3,71.67,1,2,0,21.713,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,49.148
oc0019i87h6mkoth39vmedqq,0,0,0,8,15,6,3,0.6888888888888889,68.0,0.6567164179104478,0.6818181818181819,0.12,2.00511,0.9146285,0.5415105,0.2562379003652811,0,0,0,0,0,0,0,0,13.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.655,2,2,2,2,2,2,1,2,2,2,2,2,3,21.401,1,1,1,5.721,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,32.065
ofcrkm8mve7t3y81h2ahi6tr,5,4,3,10,12,11,2,0.4888888888888889,49.0,0.8775510204081632,0.825,0.24,2.579155,0.9132875,0.953113,-0.0213381318746967,0,0,1,1,0,1,0,0,41.964,0,0,1,0,1,1,1,2,0,1,1,1,0,0,0,343.814,2,3,3,2,2,1,1,2,1,2,2,1,0,77.808,1,1,0,13.089,1,1,0,0,1,1,0,1,1,0,1,1,1,2,2,161.998
ofrox51pmggtdf039k1xu98q,5,16,12,6,20,16,9,0.7888888888888889,61.0,1.0,0.5714285714285714,0.12,6.63626,0.761638,0.8071025000000001,-0.0289815300873535,3,2,2,2,0,1,2,0,28.329,1,2,1,0,2,1,1,0,2,2,3,3,1,2,0,106.213,1,2,2,1,3,2,1,3,2,3,3,3,2,55.63,3,3,3,6.805,1,2,1,0,1,1,1,0,2,1,2,2,1,1,3,65.157
og5eiqhl4ell3pvt7e47zjx1,13,5,7,10,18,7,4,0.6,48.0,0.9166666666666666,0.5609756097560976,0.1733333333333333,5.061495,0.3264034999999999,0.6980230000000001,-0.3627585776041522,1,1,0,1,2,2,0,0,39.514,2,1,2,2,2,2,2,3,0,1,0,0,0,1,2,29.048,3,2,3,2,2,2,2,1,2,3,3,3,3,22.135,1,2,1,14.15,1,0,1,0,0,0,0,1,2,1,1,0,0,0,3,55.821
ol0fexiw547u6gli6izgrus4,0,0,0,5,13,14,3,0.6,45.0,1.0,0.3636363636363636,0.2533333333333333,11.481,0.7524310000000001,0.881599,-0.0790487322754171,0,0,0,0,0,0,0,0,21.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.033,1,1,2,1,1,1,1,2,2,2,2,2,3,42.743,1,1,1,8.121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,53.625
ow3rmlf7ftv9o9jowr5pudue,0,0,2,8,16,12,5,0.7666666666666667,57.0,1.0,0.34375,0.1733333333333333,10.48845,0.8498985,0.512275,0.2478564588138001,1,0,1,0,0,0,0,0,18.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.175,2,2,2,2,2,2,1,2,2,2,2,3,3,37.867,2,1,2,8.929,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3,39.693
ozklnmnvkoeg9rhy7e65pj31,4,9,7,8,23,19,9,0.5333333333333333,48.0,0.8936170212765957,0.9047619047619048,0.2,3.716875,0.7987755,0.9675425,-0.0955473476463468,1,0,2,2,0,1,1,0,35.047,0,1,2,1,1,0,1,0,1,1,1,3,0,1,0,199.304,3,1,2,2,2,2,2,2,4,4,3,4,3,99.654,4,3,2,48.69,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,86.573
p63k33kd0va3yr9hsisv7nza,6,1,1,11,16,14,3,0.5444444444444444,44.0,0.9767441860465116,0.9130434782608696,0.2533333333333333,5.6513100000000005,0.7881635,0.977624,-0.1072951869916397,0,0,0,1,0,0,0,0,24.987,0,0,1,0,1,1,2,1,0,0,0,0,1,0,0,150.086,3,3,3,2,2,2,1,2,2,2,2,3,3,65.37,1,1,1,18.439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62.075
pbe1z8nw3u49kut6yzpm5d8d,2,0,0,7,14,0,1,0.6,50.0,1.0,0.975,0.2133333333333333,11.52405,0.7727580000000001,0.976376,-0.1164107495480619,0,0,0,0,0,0,0,0,17.344,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,122.178,2,2,2,1,2,1,3,1,2,2,1,2,3,51.416,0,1,0,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50.352
pcbef4vi4t1k3os59yintjx7,6,3,8,15,14,0,6,0.6666666666666666,59.0,1.0,0.5483870967741935,0.2533333333333333,6.61476,0.909898,0.79085,0.0699974364220918,1,1,1,1,1,2,1,0,43.403,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,223.498,4,4,4,3,1,1,1,1,2,2,2,4,3,86.177,2,2,2,15.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58.165
pfs02c9pkgwibojrw7huyt8j,11,8,13,10,17,9,9,0.6333333333333333,56.0,0.9090909090909092,0.9117647058823528,0.2133333333333333,4.23816,0.840444,0.9152145,-0.042588293794038,2,2,1,2,2,2,2,1,23.495,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,57.273,3,3,2,2,2,3,1,2,2,3,2,2,2,35.847,3,3,3,10.546,0,1,0,0,1,1,1,0,1,1,1,0,0,2,3,38.073
pfvcy6m8s0xkkfd9llpty0gt,14,8,2,8,9,6,2,0.6444444444444445,47.0,1.0,0.4651162790697675,0.24,11.18335,0.803176,0.8190215000000001,-0.0097679228330706,0,0,0,0,1,1,0,0,26.315,3,1,2,3,1,3,1,0,2,2,0,1,2,1,0,163.585,2,2,3,1,1,1,1,1,1,2,1,1,2,42.932,1,1,0,11.638,0,1,0,0,1,0,0,0,2,0,0,0,1,1,3,52.481
phbhdjtlsux8o4b6lw205gdn,0,0,0,16,16,12,0,0.3888888888888889,39.0,0.3846153846153846,0.62,0.3333333333333333,1.31139,0.208812,0.175912,0.0855158503238684,0,0,0,0,0,0,0,0,12.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.385,4,4,4,4,2,2,2,2,2,2,2,2,3,36.63,0,0,0,5.196,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,30.44
pinf9kszx4wbdkhy5l1hwa6c,9,1,4,4,10,12,6,0.5666666666666667,47.0,0.8695652173913043,0.8372093023255813,0.28,3.999505,0.827696,0.980911,-0.0847143685720557,0,1,2,0,0,1,0,0,28.584,1,0,1,1,1,1,2,1,0,0,0,0,2,0,0,156.272,1,1,1,1,1,1,3,1,1,1,1,1,3,76.908,2,2,2,7.599,1,0,0,1,1,2,2,0,0,1,2,1,1,0,2,61.015
pips94le21jq08pesfaiefxd,8,14,10,7,21,15,4,0.4666666666666667,37.0,1.0,0.3269230769230768,0.5333333333333333,1.47019,0.1040725999999999,0.1022635,0.0087677338090619,1,1,2,2,1,2,1,0,24.995,1,2,1,2,2,1,1,0,2,2,2,2,2,2,0,88.237,2,2,1,2,2,2,3,2,3,3,3,3,1,62.476,2,1,1,9.071,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,67.592
pj2juz9u4o3412tuhaaon2mx,1,6,16,4,14,11,12,0.7,74.0,0.5405405405405406,0.5333333333333333,0.2266666666666666,5.63258,0.0665813,0.00384607,0.8907791104509513,3,3,3,2,1,2,2,0,26.259,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,73.677,1,1,1,1,1,1,1,1,2,3,2,3,3,44.361,4,4,4,6.425,1,1,1,0,1,1,0,1,1,1,1,1,1,0,3,33.682
pky1krp9005h74sp6c3uzav9,4,6,13,4,15,1,10,0.5111111111111111,47.0,1.0,0.2558139534883721,0.2933333333333333,6.438795000000001,0.8603725,0.47371,0.2898340245074798,1,3,3,3,1,1,1,0,41.231,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,140.379,1,1,1,1,2,1,1,2,3,2,1,3,3,90.151,3,4,3,9.634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,52.983
pnmept0z8agaln6bqziozweo,15,12,12,11,18,11,2,0.5444444444444444,45.0,0.8636363636363636,0.9111111111111112,0.2666666666666666,3.42628,0.5647325000000001,0.9589065,-0.2587056382778334,2,3,1,2,1,1,2,2,29.585,1,2,3,2,1,2,3,2,1,2,2,2,2,2,1,88.505,4,2,2,3,3,3,2,1,2,2,2,3,2,73.91,0,1,1,15.275,1,0,1,2,1,0,1,1,1,1,0,0,0,2,1,61.259
po1nb7atf5j4ghhdgotzdk87,0,20,18,5,23,28,12,0.7555555555555555,55.0,1.0,0.4117647058823529,0.16,14.7483,0.9120375,0.7944045,0.0689346605392976,3,3,3,3,1,3,2,0,23.166,0,3,0,0,3,0,0,0,3,3,3,3,0,2,0,109.377,1,2,1,1,3,2,2,3,3,3,3,4,2,65.97,4,4,4,8.402,1,2,3,2,1,3,2,2,3,1,3,2,2,1,0,132.359
poea2a28uml13k7mbk6w4ou5,14,12,16,10,16,14,10,0.5111111111111111,47.0,0.7391304347826086,0.9534883720930232,0.32,5.25562,0.2015195,0.887534,-0.6299180894235223,3,2,2,3,2,2,2,3,9.034,0,3,3,3,1,2,2,2,3,2,0,3,2,0,2,21.057,2,3,2,3,2,2,2,2,2,3,2,1,2,8.295,4,3,3,5.067,0,1,2,1,1,0,0,1,3,1,0,1,0,3,2,8.283
prixwwn7ldvehxeuaw036cka,5,0,6,6,14,0,9,0.5444444444444444,42.0,0.975609756097561,0.6458333333333333,0.2533333333333333,8.54359,0.4528075,0.8623625,-0.3114084110799364,1,1,1,0,1,1,1,0,28.192,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,82.333,1,2,2,1,2,2,1,1,2,2,2,2,3,57.909,3,3,3,9.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57.125
ptz9jbgy1fhpy8jo3lpshxna,7,19,18,4,15,0,9,0.4333333333333333,43.0,0.5,0.9361702127659576,0.3066666666666666,1.394325,0.9270685,0.658771,0.1691832622405987,3,3,3,3,2,3,1,0,29.449,0,2,2,2,3,0,0,0,3,3,3,3,3,2,0,115.846,1,1,1,1,2,2,1,1,3,2,1,3,3,75.917,4,1,4,7.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51.444
pv0jxvb2357a5p0fwzibuqry,8,14,15,4,18,13,8,0.5444444444444444,49.0,1.0,0.2439024390243902,0.36,7.291605000000001,0.7887295,0.393292,0.3345434072053681,2,2,3,2,3,1,2,0,62.719,1,2,1,1,2,1,0,1,2,2,2,2,3,2,0,150.705,1,1,1,1,2,2,1,2,3,3,2,3,3,71.598,3,3,2,16.383,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,111.249
pwjlt47u6xaxkcx5xnxonxjy,3,5,8,8,15,4,7,0.6222222222222222,54.0,0.9074074074074074,0.7142857142857143,0.2133333333333333,4.547295,0.854195,0.629262,0.1516275834082147,1,1,1,2,1,1,1,0,23.015,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,219.029,1,2,3,2,2,1,2,2,2,2,2,2,3,56.175,3,2,2,5.858,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,124.034
pydsub3305ez6hew5ads85ge,1,5,2,8,20,15,4,0.5111111111111111,45.0,0.8222222222222222,0.7272727272727273,0.1866666666666666,8.728584999999999,0.1942835,0.98682,-0.671013590256908,0,0,1,0,0,1,0,0,35.99,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,152.382,2,2,2,2,2,2,1,2,3,4,2,4,3,98.816,2,1,1,27.38,1,1,1,1,1,1,1,1,2,0,1,1,1,2,3,77.862
q7os2mbb6ijejlub0fmdwyth,2,4,6,10,11,8,3,0.5222222222222223,50.0,0.7755102040816326,0.8,0.3066666666666666,3.872565,0.4454475,0.540495,-0.0964026806837112,1,1,1,1,1,1,0,0,24.52,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,65.463,2,3,3,2,1,2,1,2,1,2,1,1,3,87.597,1,1,1,8.473,1,1,1,0,1,1,0,1,1,0,0,0,0,1,3,46.495
qcdk2tj1c6i20hiduqjeh67w,0,6,10,8,10,4,6,0.6111111111111112,45.0,0.9555555555555556,0.5909090909090908,0.1733333333333333,7.301055,0.31259,0.957994,-0.507958545047002,1,1,2,2,1,2,1,0,29.195,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,93.874,2,2,2,2,1,2,1,1,1,1,1,2,3,63.82,3,1,2,12.097,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,69.446
qlgapgx6bfkf4ff2uhuofcr6,16,14,16,8,16,13,10,0.3222222222222222,34.0,0.4242424242424242,0.4642857142857143,0.2933333333333333,-0.248085,0.251083,0.314126,-0.1115392713137972,1,3,2,2,3,2,3,2,20.456,1,2,2,3,2,2,3,2,2,2,1,2,3,3,2,38.668,2,2,3,1,3,2,2,1,3,2,2,1,2,57.91,3,4,3,17.079,0,1,2,1,1,1,2,1,1,0,1,1,1,0,3,38.862
qqi5znxg9c08psfg0wbsi1jc,10,4,6,4,18,4,8,0.4777777777777778,44.0,0.8372093023255814,0.8260869565217391,0.2666666666666666,4.22775,0.2937885,0.957569,-0.5304483331102422,1,2,1,0,0,2,0,0,40.265,2,1,2,1,0,2,1,2,0,1,2,0,0,0,0,115.178,1,1,1,1,2,2,1,2,3,2,3,3,3,69.062,3,3,2,15.915,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,51.061
qryxvy9232jetvwgtops3qjw,9,2,6,11,13,0,3,0.5,43.0,0.7857142857142857,0.7659574468085106,0.2533333333333333,2.307225,0.68005,0.8904725,-0.1339824803528761,1,1,1,1,1,1,0,0,16.417,1,0,1,1,0,1,2,2,0,0,1,1,1,0,0,52.917,2,3,3,3,2,1,1,1,2,2,2,2,3,25.065,1,1,1,9.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27.296
r8kvfvak4zlrwvn6pisn9vn3,4,1,5,7,20,1,5,0.6555555555555556,46.0,0.9555555555555556,0.7045454545454546,0.1866666666666666,4.26221,0.910627,0.6240345,0.186746393260012,1,1,1,1,0,1,0,0,17.99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,112.596,1,3,2,1,2,2,2,2,4,2,3,3,3,29.109,1,2,2,7.146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28.644
rajsvfwo2n9j6m1oj6c91rj3,0,0,0,10,11,3,0,0.6333333333333333,48.0,0.9574468085106383,0.5476190476190477,0.1733333333333333,5.39171,0.735136,0.7456929999999999,-0.0071291148404035,0,0,0,0,0,0,0,0,18.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.98,2,2,4,2,1,1,1,1,2,1,1,3,3,76.254,0,0,0,12.763,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,67.618
rd874rrg3n6blz5e2vmch8ks,8,4,4,7,15,5,6,0.7111111111111111,56.0,0.9818181818181818,0.5882352941176471,0.12,6.237295,0.81579,0.697405,0.0782351250169343,0,0,1,1,0,1,1,0,66.131,1,1,1,2,1,0,2,1,1,1,0,0,1,0,3,304.48,2,2,2,1,1,1,1,1,2,3,3,3,3,57.076,2,3,1,68.887,1,0,0,0,0,0,0,0,2,1,0,0,1,0,3,161.392
req395sg5aaa99tgui0irfk8,17,17,16,7,13,7,11,0.5333333333333333,39.0,0.868421052631579,0.7254901960784313,0.1866666666666666,3.2648200000000003,0.687001,0.967493,-0.1695334041707011,3,3,3,2,2,2,1,2,76.242,3,2,2,3,1,2,2,3,3,3,3,2,2,3,2,40.651,2,2,2,1,2,1,2,2,1,1,2,2,3,45.234,3,4,4,12.637,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2,42.289
res0ruqjbr1gufnelh1gmu11,0,21,20,5,14,7,12,0.4555555555555555,50.0,0.94,0.5641025641025641,0.32,7.290749999999999,0.492373,0.8333345,-0.2571921030845793,3,3,3,3,2,3,3,0,24.046,0,3,0,0,3,0,0,0,3,3,3,3,0,3,0,81.366,1,1,2,1,2,1,3,2,1,1,2,2,3,76.482,4,4,4,10.295,1,1,0,0,0,0,1,0,0,2,1,0,1,0,3,104.931
rlfnbchmxcdnmvh8rchpiker,18,12,13,7,11,0,9,0.6777777777777778,62.0,0.7377049180327869,1.0,0.1733333333333333,2.828895,0.8889325,0.918871,-0.0165607047447357,2,2,2,1,1,2,3,0,23.822,2,3,3,3,2,2,3,2,1,1,3,1,3,1,0,98.306,2,2,2,1,2,1,1,1,1,2,1,2,3,57.683,3,4,2,24.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.253
rnktpyd6ech7t9az85fcdscs,1,5,7,4,8,6,10,0.4555555555555555,40.0,0.8974358974358975,0.78,0.2266666666666666,5.005535,0.4804175,0.9836995,-0.3437443865483428,1,2,1,1,1,1,0,0,21.23,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,111.512,1,1,1,1,1,1,1,1,1,1,1,1,3,50.342,4,3,3,10.578,0,0,1,1,1,1,0,0,1,0,0,1,0,0,3,57.533
ru5ws3pu83q9tqcyqm9i66vg,11,5,3,8,17,14,4,0.3444444444444444,29.0,0.5172413793103449,0.6166666666666667,0.52,6.74079,0.1657405,0.002811465,0.966639783760456,0,0,1,1,1,0,0,0,31.323,1,1,2,2,1,1,2,2,1,1,1,0,1,0,0,164.938,2,2,2,2,2,2,2,2,2,2,2,3,2,120.949,2,1,1,16.525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,75.478
rvbvs8wupqk0cepnaw1go9bs,1,0,0,10,12,12,1,0.6333333333333333,53.0,0.9622641509433962,0.2222222222222222,0.2933333333333333,8.145710000000001,0.3280875,0.425157,-0.1288685148049538,0,0,0,0,0,0,0,0,17.906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.207,3,3,3,1,1,1,1,2,2,2,1,2,3,46.705,1,0,0,7.928,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,49.21
rxk216v2u00knpik4144b379,2,0,0,12,15,6,0,0.4666666666666667,38.0,0.6756756756756757,0.8076923076923077,0.28,4.64235,0.203073,0.6807185,-0.5404504342936088,0,0,0,0,0,0,0,0,13.064,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,67.388,3,3,3,3,2,1,2,2,2,2,2,2,3,46.077,0,0,0,5.193,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2,78.127
rz9oz1fa9mxw4p8xg1zex3dn,1,6,8,5,18,7,7,0.6777777777777778,53.0,1.0,0.6111111111111112,0.1866666666666666,6.10439,0.7624975,0.7719765,-0.0061773611022408,1,1,2,0,2,1,1,0,30.655,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,84.215,2,1,1,1,2,1,2,2,3,2,2,4,3,51.742,3,2,2,8.08,1,1,1,0,1,0,0,1,0,0,1,0,1,0,3,45.215
